image,object,cls_conf,dfl_conf,mean_edge_conf,mean_width,max_width,width_left,width_top,width_right,width_bottom,stride,mean_entropy,mean_variance,jaccard,instability,ambiguous_ratio,identity_switches,matched_gt
"images/val/273271,104ec00067d5b782.jpg",0,0.9371751546859741,0.9917740821838379,0.9959945678710938,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.5688601136207581,0.18742355704307556,0.9642857313156128,0.03571426868438721,0.20000000298023224,0.0,3
"images/val/273271,104ec00067d5b782.jpg",1,0.9305823445320129,0.8636006116867065,0.9546384811401367,1.25,2.0,2.0,1.0,1.0,1.0,32.0,0.569699227809906,0.18583202362060547,0.8952381610870361,0.10476183891296387,0.3125,0.0,0
"images/val/273271,104ec00067d5b782.jpg",2,0.9161005616188049,0.9798929691314697,0.9910273551940918,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.5165519714355469,0.1650969535112381,0.9464285969734192,0.05357140302658081,0.3125,0.0,1
"images/val/273271,104ec00067d5b782.jpg",3,0.9142038822174072,0.9829350113868713,0.9887856245040894,0.5,1.0,1.0,1.0,0.0,0.0,32.0,0.4005647301673889,0.11298734694719315,1.0,0.0,0.0,0.0,2
"images/val/273271,104ec00067d5b782.jpg",4,0.8356872797012329,0.5913136005401611,0.8936683535575867,1.5,3.0,1.0,1.0,1.0,3.0,16.0,0.9371134042739868,0.5436875820159912,0.9666666984558105,0.03333330154418945,0.2666666805744171,0.0,18
"images/val/273271,104ec00067d5b782.jpg",5,0.8292181491851807,0.9713360667228699,0.9848809838294983,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6971835494041443,0.251518189907074,0.8876050710678101,0.11239492893218994,0.5789473652839661,0.0,7
"images/val/273271,104ec00067d5b782.jpg",6,0.7668571472167969,0.8483164310455322,0.9590224027633667,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.7773961424827576,0.30086424946784973,0.9309524297714233,0.06904757022857666,0.3333333432674408,0.0,23
"images/val/273271,104ec00067d5b782.jpg",7,0.7337313294410706,0.7516542673110962,0.8865447044372559,1.5,2.0,2.0,1.0,1.0,2.0,16.0,0.8946257829666138,0.47619032859802246,0.9285714626312256,0.07142853736877441,0.3125,0.0,5
"images/val/273271,104ec00067d5b782.jpg",8,0.7033972144126892,0.6933023929595947,0.8918559551239014,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.9113300442695618,0.4982115626335144,0.846428632736206,0.15357136726379395,0.47058823704719543,0.0,26
"images/val/273271,104ec00067d5b782.jpg",9,0.7007214426994324,0.6793749332427979,0.8941322565078735,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.9085853099822998,0.49501222372055054,0.9309524297714233,0.06904757022857666,0.3529411852359772,0.0,13
"images/val/273271,104ec00067d5b782.jpg",10,0.6863464713096619,0.8832187652587891,0.9513270854949951,1.0,2.0,1.0,0.0,1.0,2.0,16.0,0.7405144572257996,0.27907252311706543,0.9213370084762573,0.07866299152374268,0.4117647111415863,0.0,22
"images/val/273271,104ec00067d5b782.jpg",11,0.6643450260162354,0.41403332352638245,0.8069659471511841,2.0,5.0,1.0,1.0,1.0,5.0,8.0,1.1844656467437744,1.2517836093902588,0.8928571939468384,0.10714280605316162,0.2666666805744171,0.0,19
"images/val/273271,104ec00067d5b782.jpg",12,0.6527707576751709,0.4368157684803009,0.7939279079437256,1.75,5.0,1.0,0.0,1.0,5.0,8.0,1.0879979133605957,0.974239706993103,0.9642857313156128,0.03571426868438721,0.20000000298023224,0.0,38
"images/val/273271,12c170004bd53807.jpg",0,0.8675295114517212,0.9575035572052002,0.9819494485855103,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6479971408843994,0.22714650630950928,1.0,0.0,0.0,0.0,3
"images/val/273271,12c170004bd53807.jpg",1,0.7268151044845581,0.48513251543045044,0.8404881954193115,2.0,4.0,1.0,1.0,2.0,4.0,16.0,0.9105000495910645,0.7965081930160522,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,13
"images/val/273271,12c170004bd53807.jpg",2,0.7239678502082825,0.4170151650905609,0.816321849822998,2.0,4.0,1.0,1.0,2.0,4.0,16.0,0.9196629524230957,0.7722169160842896,1.0,0.0,0.0,0.0,14
"images/val/273271,12c170004bd53807.jpg",3,0.6592515707015991,0.8613150119781494,0.9580164551734924,1.25,2.0,2.0,1.0,1.0,1.0,32.0,0.7198730707168579,0.29156461358070374,0.9895833730697632,0.010416626930236816,0.0833333358168602,0.0,4
"images/val/273271,12c170004bd53807.jpg",4,0.6327117681503296,0.8431830406188965,0.9272680282592773,1.5,2.0,1.0,2.0,2.0,1.0,32.0,0.8768731355667114,0.4214092493057251,0.913095235824585,0.08690476417541504,0.4444444477558136,0.0,0
"images/val/273271,12c170004bd53807.jpg",5,0.6158290505409241,0.6246439218521118,0.8922017812728882,1.75,4.0,1.0,1.0,1.0,4.0,32.0,0.7816965579986572,0.5472902655601501,0.8995535969734192,0.10044640302658081,0.4444444477558136,0.0,12
"images/val/273271,151210003c437b07.jpg",0,0.7915934324264526,0.8889448642730713,0.9510533213615417,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7273472547531128,0.27267950773239136,0.8928571939468384,0.10714280605316162,0.3125,0.0,7
"images/val/273271,151210003c437b07.jpg",1,0.7822849154472351,0.8515387177467346,0.9390730261802673,1.0,2.0,1.0,0.0,1.0,2.0,16.0,0.7023918628692627,0.26985305547714233,1.0,0.0,0.0,0.0,24
"images/val/273271,151210003c437b07.jpg",2,0.7611021399497986,0.8992881178855896,0.9569567441940308,0.5,1.0,0.0,1.0,1.0,0.0,16.0,0.5540553331375122,0.1753280758857727,0.8285714387893677,0.17142856121063232,0.47058823704719543,0.0,28
"images/val/273271,151210003c437b07.jpg",3,0.7381733655929565,0.8623318672180176,0.9549554586410522,1.0,2.0,1.0,0.0,1.0,2.0,16.0,0.7139283418655396,0.26432451605796814,0.913095235824585,0.08690476417541504,0.375,0.0,17
"images/val/273271,151210003c437b07.jpg",4,0.7021294832229614,0.8343338966369629,0.9513221979141235,1.0,2.0,1.0,0.0,1.0,2.0,16.0,0.7216509580612183,0.2920147180557251,0.8899860382080078,0.11001396179199219,0.5882353186607361,0.0,23
"images/val/273271,151210003c437b07.jpg",5,0.7001751661300659,0.9026000499725342,0.9511653184890747,0.75,1.0,1.0,1.0,0.0,1.0,16.0,0.6972720623016357,0.258401095867157,0.9309524297714233,0.06904757022857666,0.4117647111415863,0.0,13
"images/val/273271,151210003c437b07.jpg",6,0.6885466575622559,0.7306219339370728,0.9215524792671204,1.0,2.0,1.0,0.0,1.0,2.0,16.0,0.7382957935333252,0.3292217254638672,0.8099206686019897,0.19007933139801025,0.9523809552192688,0.0,0
"images/val/273271,151210003c437b07.jpg",7,0.6420528292655945,0.9025436043739319,0.9426550269126892,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7000236511230469,0.2436155378818512,0.8873168230056763,0.11268317699432373,0.4444444477558136,2.0,-2
"images/val/273271,151210003c437b07.jpg",8,0.6248036623001099,0.8436333537101746,0.9523550271987915,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.6989910006523132,0.2517341375350952,0.8976190686225891,0.10238093137741089,0.4444444477558136,0.0,15
"images/val/273271,151210003c437b07.jpg",9,0.6052826046943665,0.8284401893615723,0.9292703866958618,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.7816210389137268,0.3128941059112549,0.9141941070556641,0.08580589294433594,0.46666666865348816,0.0,10
"images/val/273271,1764b000b232f0d0.jpg",0,0.9375372529029846,0.9771524667739868,0.9905331134796143,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.546302318572998,0.18282604217529297,0.910714328289032,0.08928567171096802,0.20000000298023224,0.0,0
"images/val/273271,1764b000b232f0d0.jpg",1,0.9351680278778076,0.9484961032867432,0.9758305549621582,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.3121676445007324,0.08010472357273102,1.0,0.0,0.0,0.0,5
"images/val/273271,1764b000b232f0d0.jpg",2,0.9290497899055481,0.9672387838363647,0.9910026788711548,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.5727481842041016,0.19284161925315857,0.9233193397521973,0.07668066024780273,0.5555555820465088,0.0,17
"images/val/273271,1764b000b232f0d0.jpg",3,0.9079504609107971,0.987968921661377,0.9941592216491699,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.4635516405105591,0.14431042969226837,0.9464285969734192,0.05357140302658081,0.25,0.0,1
"images/val/273271,1764b000b232f0d0.jpg",4,0.9005452394485474,0.9883109927177429,0.9920257329940796,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.5747734308242798,0.2020164132118225,0.9488095045089722,0.05119049549102783,0.375,0.0,12
"images/val/273271,1764b000b232f0d0.jpg",5,0.9004719257354736,0.8374181985855103,0.9523969888687134,1.25,2.0,1.0,1.0,2.0,1.0,16.0,0.7679710388183594,0.2978488802909851,0.9642857313156128,0.03571426868438721,0.20000000298023224,0.0,10
"images/val/273271,1764b000b232f0d0.jpg",6,0.8776822686195374,0.5139520764350891,0.8738895654678345,1.25,3.0,1.0,0.0,1.0,3.0,16.0,0.8528386950492859,0.6238499879837036,1.0,0.0,0.0,0.0,13
"images/val/273271,1764b000b232f0d0.jpg",7,0.8730127215385437,0.9067197442054749,0.9742915034294128,1.0,1.0,1.0,1.0,1.0,1.0,32.0,0.6086844801902771,0.20719072222709656,0.865705132484436,0.13429486751556396,0.375,0.0,14
"images/val/273271,1764b000b232f0d0.jpg",8,0.8669003248214722,0.9684449434280396,0.9847477674484253,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7305168509483337,0.2665051221847534,0.9642857313156128,0.03571426868438721,0.1428571492433548,0.0,3
"images/val/273271,1764b000b232f0d0.jpg",9,0.8522588014602661,0.5417805314064026,0.8432612419128418,2.0,4.0,2.0,1.0,1.0,4.0,16.0,0.9958688020706177,0.7234693765640259,1.0,0.0,0.0,0.0,4
"images/val/273271,1764b000b232f0d0.jpg",10,0.8475213050842285,0.9776377081871033,0.9892709255218506,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.47950479388237,0.15084585547447205,0.9464285969734192,0.05357140302658081,0.25,0.0,11
"images/val/273271,1764b000b232f0d0.jpg",11,0.8381040096282959,0.5917176604270935,0.8729751706123352,1.0,3.0,0.0,0.0,1.0,3.0,16.0,0.7884274125099182,0.52338045835495,1.0,0.0,0.0,0.0,8
"images/val/273271,1764b000b232f0d0.jpg",12,0.8144994378089905,0.5860021114349365,0.8824546337127686,1.25,3.0,1.0,0.0,1.0,3.0,16.0,0.817345380783081,0.5016631484031677,0.9495192170143127,0.050480782985687256,0.3076923191547394,0.0,16
"images/val/273271,1764b000b232f0d0.jpg",13,0.7950200438499451,0.8491876721382141,0.9412127137184143,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.7915947437286377,0.32529693841934204,0.9464285969734192,0.05357140302658081,0.1428571492433548,0.0,9
"images/val/273271,1764b000b232f0d0.jpg",14,0.7932423949241638,0.7757711410522461,0.9375421404838562,1.25,2.0,1.0,1.0,1.0,2.0,16.0,0.837932288646698,0.4488362669944763,0.9464285969734192,0.05357140302658081,0.1428571492433548,0.0,7
"images/val/273271,1764b000b232f0d0.jpg",15,0.7123287320137024,0.561924934387207,0.8432683944702148,1.5,3.0,1.0,1.0,1.0,3.0,16.0,1.0161457061767578,0.6832407712936401,1.0,0.0,0.0,0.0,2
"images/val/273271,1bb16000e7a389a3.jpg",0,0.8202006816864014,0.7114114761352539,0.8739392757415771,1.5,3.0,2.0,0.0,3.0,1.0,32.0,0.7798193097114563,0.4246002435684204,0.9488095045089722,0.05119049549102783,0.375,0.0,3
"images/val/273271,1bb16000e7a389a3.jpg",1,0.8029636740684509,0.6923618912696838,0.9079662561416626,1.25,2.0,1.0,1.0,2.0,1.0,32.0,0.8445069789886475,0.3912019431591034,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,0
"images/val/273271,1bb16000e7a389a3.jpg",2,0.6577385663986206,0.8245674967765808,0.907027542591095,1.5,2.0,2.0,1.0,2.0,1.0,32.0,0.809525191783905,0.38434067368507385,0.9464285969734192,0.05357140302658081,0.1428571492433548,0.0,2
"images/val/273271,1da8500031927201.jpg",0,0.9625865817070007,0.9898951649665833,0.9934345483779907,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.6018686890602112,0.20659151673316956,1.0,0.0,0.0,0.0,1
"images/val/273271,1da8500031927201.jpg",1,0.9569810628890991,0.8660237789154053,0.9538405537605286,1.0,2.0,1.0,1.0,0.0,2.0,32.0,0.616581916809082,0.25534310936927795,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,2
"images/val/273271,1da8500031927201.jpg",2,0.9150205254554749,0.8318701982498169,0.9560453295707703,1.25,2.0,1.0,1.0,2.0,1.0,32.0,0.5911003351211548,0.224086195230484,0.8687729239463806,0.13122707605361938,0.375,0.0,0
"images/val/273271,1da8500031927201.jpg",3,0.7619090676307678,0.6829040050506592,0.9043617844581604,1.75,4.0,4.0,1.0,1.0,1.0,32.0,0.7210798263549805,0.5423456430435181,0.9895833730697632,0.010416626930236816,0.0833333358168602,0.0,3
"images/val/273271,1da8500031927201.jpg",4,0.7400631904602051,0.8926277160644531,0.9423263669013977,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.7703939080238342,0.3174898326396942,0.8694596886634827,0.13054031133651733,0.5333333611488342,0.0,4
"images/val/273271,1f194000b8070849.jpg",0,0.9111853837966919,0.8897436857223511,0.946635365486145,0.75,1.0,1.0,1.0,1.0,0.0,32.0,0.7290892601013184,0.3108326196670532,0.9285714626312256,0.07142853736877441,0.20000000298023224,0.0,6
"images/val/273271,1f194000b8070849.jpg",1,0.8414183855056763,0.7537153959274292,0.9221203327178955,1.25,3.0,1.0,3.0,1.0,0.0,32.0,0.7360864281654358,0.35742658376693726,0.9821428656578064,0.017857134342193604,0.1428571492433548,0.0,7
